,职位,公司,城市,薪资,经验,学历
1576,高级java开发工程师,上海铭垚信息科技有限公司,上海,20000,5-10年,本科
1577,java高级开发工程师,深圳市移卡科技有限公司,深圳,20000,5-10年,本科
1578,java开发工程师,深圳市玄关健康医疗互联网有限公司,深圳,12000,3-5年,本科
1579,Java开发工程师,蜂助手股份有限公司,广州,15000,3-5年,本科
1580,java高级开发工程师,金蝶软件（中国）有限公司,深圳,25000,5-10年,本科
1581,java开发工程师,浙江大禹信息技术有限公司,杭州,10000,1-3年,本科
1582,java开发工程师,中国互联网络信息中心,北京,10000,不限,硕士
1583,java开发工程师,北京铸云网络科技有限公司,北京,15000,3-5年,本科
1584,java开发工程师,深圳市汇合发展有限公司,成都,11000,3-5年,本科
1585,Java开发工程师,深圳市博奥特科技有限公司,深圳,14000,3-5年,大专
1586,java开发工程师,广州羊城通有限公司,广州,9000,1-3年,本科
1587,高级java开发工程师,北京广通优云科技股份有限公司杭州分公司,北京,20000,5-10年,本科
1588,java开发工程师,上海速石信息科技有限公司,上海,15000,3-5年,本科
1589,java高级开发工程师,上海文沥信息技术有限公司,上海,15000,5-10年,本科
1590,java开发工程师,上海文沥信息技术有限公司,合肥,10000,3-5年,本科
1591,java高级开发工程师,福寿康（上海）医疗养老服务有限公司,上海,15000,3-5年,本科
1592,java高级开发工程师,上海事成软件股份有限公司,上海,15000,1-3年,本科
1593,高级java开发工程师,上海易路软件有限公司,上海,30000,5-10年,本科
1594,Java开发工程师,北京拉勾网络技术有限公司,北京,20000,5-10年,本科
1595,java开发工程师,上海咪啰信息科技有限公司,上海,8000,不限,本科
1596,高级java开发工程师,四川兴政信息技术有限公司,成都,12000,5-10年,本科
1597,java高级开发工程师,北京鲸灵数据科技有限公司,北京,25000,5-10年,本科
1598,java高级开发工程师,格尔软件股份有限公司,南京,20000,5-10年,本科
1599,java高级开发工程师,格尔软件股份有限公司,上海,20000,5-10年,本科
1600,Java高级开发工程师,上海瑛麒动漫科技有限公司,厦门,15000,5-10年,本科
1601,java开发工程师,杭州米友圈科技有限公司,杭州,15000,5-10年,大专
1602,高级java开发工程师,北京达佳互联信息技术有限公司,北京,35000,3-5年,本科
1603,java工程师,上海荆桂智能科技有限公司,上海,10000,1-3年,本科
1604,高级java开发工程师,北京联龙博通电子商务技术有限公司,上海,18000,5-10年,大专
1605,java开发工程师,深圳市同和信息技术有限公司,深圳,16000,3-5年,本科
1606,java开发工程师,安徽屹通信息科技发展有限公司,济南,9000,3-5年,本科
1607,java开发工程师,深圳市同和信息技术有限公司,深圳,13000,3-5年,本科
1608,java开发工程师,成都思而科软件有限公司,成都,12000,3-5年,本科
1609,java开发工程师,深圳市给力能源科技有限公司,深圳,11000,3-5年,本科
1610,java开发工程师,深圳市领星网络科技有限公司,深圳,20000,1-3年,本科
1611,高级java开发工程师,泰康在线财产保险股份有限公司,武汉,10000,5-10年,本科
1612,高级Java开发工程师,杭州安恒信息技术股份有限公司,北京,20000,5-10年,本科
1613,java开发工程师,深圳市汇合发展有限公司,深圳,16000,3-5年,本科
1614,高级java开发工程师,美的集团股份有限公司,佛山,20000,5-10年,本科
1615,java开发工程师,深圳市汇合发展有限公司,深圳,15000,3-5年,本科
1616,Java开发工程师,杭州安恒信息技术股份有限公司,杭州,15000,3-5年,本科
1617,java开发工程师,深圳楚星软件有限公司,深圳,15000,5-10年,大专
1618,java高级开发工程师,深圳楚星软件有限公司,深圳,13000,5-10年,大专
1619,高级java开发工程师,建信金融科技有限责任公司,广州,20000,5-10年,本科
1620,java高级开发工程师,格尔软件股份有限公司,上海,20000,5-10年,本科
1621,Java高级开发工程师,上海瑛麒动漫科技有限公司,厦门,15000,5-10年,本科
1622,高级java开发工程师,北京达佳互联信息技术有限公司,北京,35000,3-5年,本科
1623,java工程师,上海荆桂智能科技有限公司,上海,10000,1-3年,本科
1624,Java开发工程师,上海易路软件有限公司,上海,20000,3-5年,本科
1625,高级Java开发工程师,国泰财产保险有限责任公司,上海,25000,5-10年,本科
1626,JAVA高级开发工程师,杭州绿云科技有限公司,杭州,15000,3-5年,本科
1627,java开发工程师,奕兆科技（深圳）有限公司,深圳,18000,5-10年,本科
1628,java开发工程师,上海收钱吧互联网科技股份有限公司,苏州,18000,3-5年,本科
1629,JAVA,杭州数途信息科技有限公司,杭州,10000,1-3年,本科
1630,Java开发工程师,特赞（上海）信息科技有限公司,上海,18000,1-3年,本科
1631,高级java开发工程师,京北方信息技术股份有限公司,北京,17000,5-10年,本科
1632,java开发工程师,深圳市友点科技有限公司,宁波,13000,3-5年,本科
1633,java开发工程师,深圳市友点科技有限公司,宁波,13000,3-5年,本科
1634,java开发工程师,深圳太极数智技术有限公司,深圳,14000,3-5年,本科
1635,高级java开发工程师,柏美迪康环境科技（上海）股份有限公司,上海,25000,3-5年,本科
1636,java开发工程师,加绩（上海）科技服务有限公司,上海,14000,3-5年,本科
1637,java开发工程师,昆仑太科（北京）技术股份有限公司,成都,15000,5-10年,本科
1638,java开发工程师,北京卓越晨星科技有限公司,北京,20000,5-10年,本科
1639,java开发工程师,北京联龙博通电子商务技术有限公司,上海,17000,5-10年,本科
1640,java开发工程师,深圳市同和信息技术有限公司,深圳,13000,3-5年,本科
1641,java开发工程师,北京东方华数信息技术有限公司,北京,10000,3-5年,本科
1642,java开发工程师,深圳市汇合发展有限公司,深圳,15000,3-5年,本科
1643,高级java开发工程师,广东瀚阳轨道信息科技有限公司,广州,15000,5-10年,本科
1644,java开发工程师,深圳楚星软件有限公司,深圳,15000,5-10年,大专
1645,高级java开发工程师,上海景栗信息科技有限公司,北京,18000,3-5年,本科
1646,java开发工程师,上海浩宜信息科技有限公司,上海,12000,3-5年,本科
1647,java开发工程师,北京神舟航天软件技术股份有限公司,济南,11000,3-5年,本科
1648,java开发工程师,西安人瑞网络科技有限公司,北京,15000,1-3年,本科
1649,java开发工程师,西安人瑞网络科技有限公司,深圳,30000,5-10年,本科
1650,java开发工程师,深圳太极数智技术有限公司,深圳,15000,3-5年,本科
1651,java开发工程师,北方云景科技（北京）有限公司,杭州,14000,5-10年,本科
1652,java开发工程师,友邦资讯科技（广州）有限公司,成都,19000,5-10年,本科
1653,高级Java开发工程师,成都智源易行科技有限公司,成都,18000,5-10年,本科
1654,高级java开发工程师,广州希音供应链管理有限公司,广州,20000,5-10年,本科
1655,Java开发工程师,广州讯鸿网络技术有限公司,广州,12000,3-5年,本科
1656,Java开发工程师,上海磐农信息科技有限公司,上海,15000,5-10年,本科
1657,高级java开发工程师,欧特克（中国）软件研发有限公司,上海,30000,5-10年,本科
1658,高级java开发工程师,电讯盈科信息技术（广州）有限公司,广州,17000,5-10年,本科
1659,java开发工程师,广州浩传网络科技有限公司,广州,9000,1-3年,本科
1660,java开发工程师,杭州上行创盈科技有限公司,杭州,20000,3-5年,本科
1661,java开发工程师,上海悦程信息技术有限公司,上海,11000,1-3年,本科
1662,高级java开发工程师,佛山美云智数科技有限公司,武汉,13000,5-10年,大专
1663,java开发工程师,前锦网络信息技术（上海）有限公司,上海,16000,3-5年,本科
1664,高级java开发工程师,深圳市睿服科技有限公司,青岛,14000,3-5年,大专
1665,java开发工程师,北京东方华数信息技术有限公司,北京,10000,3-5年,本科
1666,高级java开发工程师,湖南映秀信息科技有限公司广州分公司,广州,18000,5-10年,本科
1667,java高级开发工程师,淘礼礼贸易（深圳）有限公司,深圳,18000,3-5年,本科
1668,JAVA工程师,广州希音供应链管理有限公司,南京,20000,3-5年,本科
1669,JAVA开发工程师,盛趣信息技术（上海）有限公司,上海,15000,1-3年,不限
1670,java开发工程师,成都承影科技有限责任公司,成都,8000,3-5年,本科
1671,java开发工程师,上海幕库科技发展有限公司,上海,13000,3-5年,本科
1672,JAVA工程师,广东美的制冷设备有限公司,武汉,20000,5-10年,本科
1673,高级java开发工程师,北京欧美澳软件技术有限公司,合肥,12000,5-10年,本科
1674,JAVA工程师,上海咪啰信息科技有限公司,上海,13000,3-5年,本科
1675,java开发工程师,南京叶子科技有限公司,深圳,20000,5-10年,本科
1676,java工程师,深圳楚星软件有限公司,深圳,15000,5-10年,本科
1677,java开发工程师,上海数瞳信息科技有限公司,上海,15000,3-5年,本科
1678,高级java开发工程师,京北方信息技术股份有限公司,北京,20000,5-10年,本科
1679,java开发工程师,上海维信荟智金融科技有限公司,深圳,18000,3-5年,本科
1680,Java开发工程师,北京搜狐新媒体信息技术有限公司,北京,18000,1-3年,本科
1681,java开发工程师,中科软科技股份有限公司,深圳,12000,3-5年,本科
1682,java开发工程师,广东森旭通用设备科技有限公司,佛山,15000,5-10年,本科
1683,java开发工程师,深圳市优诚信息技术有限公司,天津,15000,不限,大专
1684,高级java开发工程师,杭州富阳海康保泰安防技术服务有限公司,杭州,13000,3-5年,本科
1685,java开发工程师,北京中招互连应用科技有限公司,北京,13000,3-5年,本科
1686,java开发工程师,昆仑太科（北京）技术股份有限公司,北京,10000,3-5年,本科
1687,高级java开发工程师,京北方信息技术股份有限公司,北京,18000,5-10年,本科
1688,java开发工程师,西安人瑞网络科技有限公司,杭州,15000,3-5年,大专
1689,java开发工程师,上海亘岩网络科技有限公司,上海,20000,1-3年,本科
1690,java开发工程师,上海睿沃信息科技有限公司,深圳,14000,3-5年,本科
1691,java高级开发工程师,上海森浦信息服务有限公司,上海,15000,3-5年,本科
1692,java开发工程师,中科软科技股份有限公司,北京,8000,1-3年,本科
1693,java开发工程师,上海睿沃信息科技有限公司,上海,18000,5-10年,本科
1694,java开发工程师,上海睿沃信息科技有限公司,上海,18000,5-10年,本科
1695,java开发工程师,金蝶软件（中国）有限公司,郑州,8000,3-5年,本科
1696,java开发工程师,杭州乌鸫科技有限公司,杭州,15000,3-5年,本科
1697,java开发工程师,友邦资讯科技（广州）有限公司,成都,15000,5-10年,本科
1698,java开发工程师,国药控股国大药房有限公司,上海,10000,3-5年,本科
1699,java开发工程师,泰豪软件股份有限公司,呼和浩特,9000,3-5年,本科
1700,java开发工程师,泰豪软件股份有限公司,合肥,8000,1-3年,本科
1701,java开发工程师,北京东方华数信息技术有限公司,西安,12000,3-5年,本科
1702,java开发工程师,深圳市脉山龙信息技术股份有限公司,深圳,18000,3-5年,本科
1703,java开发工程师,中科软科技股份有限公司,北京,8000,1-3年,本科
1704,Java开发工程师,金蝶软件（中国）有限公司,深圳,16000,3-5年,本科
1705,高级java开发工程师,北京浮德光电科技有限公司,北京,30000,5-10年,本科
1706,高级java开发工程师,北京搜狐新媒体信息技术有限公司,北京,20000,3-5年,本科
1707,java高级开发工程师,成都淞幸科技有限责任公司,北京,25000,5-10年,本科
1708,java开发工程师,雄安云起技术有限公司北京分公司,北京,17000,5-10年,大专
1709,java开发工程师,泰豪软件股份有限公司,长春,8000,3-5年,本科
1710,java开发工程师,北京容联易通信息技术有限公司,佛山,15000,3-5年,本科
1711,java开发工程师,雄安云起技术有限公司北京分公司,北京,17000,5-10年,大专
1712,java开发工程师,融捷教育科技有限公司,北京,15000,1-3年,本科
1713,高级java开发工程师,广东致创数字科技有限公司,佛山,15000,3-5年,本科
1714,高级java开发工程师,浙江保融科技股份有限公司,杭州,18000,3-5年,本科
1715,java开发工程师,杭州邦睿科技有限公司,杭州,11000,1-3年,本科
1716,java开发工程师,北京摩尔斯科技有限公司,成都,12000,3-5年,本科
1717,JAVA开发工程师,屈臣氏珠海横琴管理咨询有限公司深圳分公司,深圳,15000,3-5年,本科
1718,java开发工程师,北京及时语智能科技有限公司,北京,15000,3-5年,本科
1719,JAVA工程师,杭州邦睿科技有限公司,杭州,11000,3-5年,本科
1720,JAVA工程师,中科软科技股份有限公司,北京,13000,3-5年,本科
1721,java开发工程师,广州市幸福网络技术有限公司,广州,15000,5-10年,本科
1722,高级java开发工程师,泰康在线财产保险股份有限公司,北京,15000,3-5年,本科
1723,java开发工程师,深圳市前海一方科技研发集团有限公司,成都,11000,3-5年,本科
1724,JAVA开发工程师,深圳市客路网络科技有限公司,上海,12000,3-5年,本科
1725,java开发工程师,北京普睿德利科技有限公司,青岛,7000,1-3年,本科
1726,java开发工程师,京北方信息技术股份有限公司,北京,17000,3-5年,本科
1727,高级java开发工程师,深圳光汇石油集团股份有限公司,深圳,20000,5-10年,本科
1728,java开发工程师,亚信科技（中国）有限公司,天津,7000,1-3年,大专
1729,高级java开发工程师,上海唯都市场营销策划股份有限公司,上海,25000,5-10年,本科
1730,java高级开发工程师,深圳市万睿智能科技有限公司,深圳,20000,5-10年,本科
1731,java开发工程师,成都管家婆云科技有限公司,成都,13000,5-10年,大专
1732,java开发工程师,北京优一至简科技有限公司,北京,10000,3-5年,大专
1733,java开发工程师,深圳市睿服科技有限公司,深圳,13000,3-5年,本科
1734,java开发工程师,上海品腾信息技术有限公司,上海,15000,3-5年,本科
1735,java开发工程师,慧至健达（上海）信息技术有限责任公司,上海,20000,5-10年,本科
1736,高级java开发工程师,深圳市领星网络科技有限公司,深圳,30000,3-5年,本科
1737,Java开发工程师,北京普睿德利科技有限公司,东莞,10000,3-5年,本科
1738,java开发工程师,京北方信息技术股份有限公司,广州,12000,3-5年,本科
1739,java开发工程师,上海碧蔓智能科技有限公司,上海,15000,3-5年,大专
1740,java开发工程师,上海申元工程投资咨询有限公司,上海,15000,5-10年,本科
1741,java工程师,上海国泰君安证券资产管理有限公司,上海,20000,3-5年,硕士
1742,java开发工程师,广东睿盟计算机科技有限公司,广州,7000,1-3年,本科
1743,java开发工程师,上海劢联企业管理咨询有限公司,上海,18000,5-10年,本科
1744,高级java开发工程师,四川炎赫科技股份有限公司,成都,10000,3-5年,大专
1745,java开发工程师,南京叶子科技有限公司,东莞,13000,5-10年,本科
1746,java开发工程师,上海东方龙新媒体有限公司,上海,11000,3-5年,本科
1747,java开发工程师,京北方信息技术股份有限公司,深圳,13000,3-5年,本科
1748,java高级开发工程师,北京三快在线科技有限公司,北京,25000,3-5年,本科
1749,java开发工程师,成都管家婆云科技有限公司,成都,10000,3-5年,本科
1750,高级java开发工程师,中电金信软件有限公司,上海,18000,5-10年,大专
1751,java开发工程师,北京普睿德利科技有限公司,青岛,7000,1-3年,本科
1752,java开发工程师,上海森浦信息服务有限公司,北京,15000,3-5年,本科
1753,java开发工程师,深圳市汇合发展有限公司,成都,14000,3-5年,本科
1754,java开发工程师,深圳市睿服科技有限公司,广州,15000,3-5年,大专
1755,java开发工程师,深圳市睿服科技有限公司,深圳,13000,3-5年,本科
1756,java开发工程师,慧至健达（上海）信息技术有限责任公司,上海,20000,5-10年,本科
1757,Java开发工程师,北京普睿德利科技有限公司,广州,10000,3-5年,本科
1758,java开发工程师,京北方信息技术股份有限公司,广州,12000,3-5年,本科
1759,Java工程师,北京大数据先进技术研究院,北京,20000,不限,本科
1760,java开发工程师,蜂助手股份有限公司,广州,13000,3-5年,本科
1761,高级java开发工程师,上海维信荟智金融科技有限公司,上海,15000,3-5年,本科
1762,java开发工程师,维恩贝特科技有限公司,深圳,18000,5-10年,本科
1763,java开发工程师,深圳市汇合发展有限公司,杭州,15000,3-5年,本科
1764,java开发工程师,深圳市汇合发展有限公司,杭州,10000,1-3年,本科
1765,java工程师,上扬软件（上海）有限公司,武汉,9000,1-3年,本科
1766,java开发工程师,京北方信息技术股份有限公司,北京,16000,3-5年,本科
1767,高级java开发工程师,上海景栗信息科技有限公司,上海,18000,3-5年,本科
1768,高级JAVA开发工程师,北京君禾世纪科技有限公司,北京,25000,5-10年,本科
1769,高级java开发工程师,广州龙腾出行网络科技有限公司,广州,15000,3-5年,本科
1770,java开发工程师,京北方信息技术股份有限公司,成都,14000,3-5年,本科
1771,java开发工程师,京北方信息技术股份有限公司,成都,12000,5-10年,本科
1772,Java开发工程师,雄岸區塊鏈集團有限公司,深圳,25000,3-5年,本科
1773,java高级开发工程师,上扬软件（上海）有限公司,武汉,12000,3-5年,本科
1774,java高级开发工程师,上扬软件（上海）有限公司,北京,15000,5-10年,本科
1775,java开发工程师,上海图源素数字科技有限公司,武汉,10000,不限,本科
1776,java开发工程师,卓望数码技术（深圳）有限公司广州分公司,北京,15000,3-5年,本科
1777,java开发工程师,北京祖睿科技有限公司,北京,15000,3-5年,本科
1778,java开发工程师,北京车之家信息技术有限公司,北京,20000,5-10年,本科
1779,java开发工程师,上海零与壹软件有限公司,桂林,5000,不限,大专
1780,java高级开发工程师,上海清裔钲商务咨询有限公司,上海,20000,5-10年,本科
1781,java开发工程师,上海清裔钲商务咨询有限公司,上海,10000,1-3年,本科
1782,java开发工程师,广州市凝新信息科技有限公司,广州,17000,5-10年,本科
1783,java高级开发工程师,北京华源格林科技有限公司,北京,12000,3-5年,本科
1784,java开发工程师,北京铸云网络科技有限公司,北京,15000,3-5年,本科
1785,java开发工程师,深圳市汇合发展有限公司,成都,11000,3-5年,本科
1786,高级Java开发工程师,北京臻盛网络技术有限公司,北京,30000,5-10年,本科
1787,Java开发工程师,深圳市博奥特科技有限公司,深圳,14000,3-5年,大专
1788,java开发工程师,广州羊城通有限公司,广州,9000,1-3年,本科
1789,java开发工程师,杭州数途信息科技有限公司,杭州,15000,3-5年,本科
1790,Java开发工程师,北京新微科技有限公司,北京,15000,3-5年,本科
1791,java开发工程师,上海翼多信息咨询有限公司,上海,15000,3-5年,本科
1792,java开发工程师,深圳市汇合发展有限公司,杭州,12000,3-5年,本科
1793,高级java开发工程师,上海易路软件有限公司,上海,30000,5-10年,本科
1794,高级java开发工程师,中国联合网络通信有限公司深圳市分公司,深圳,20000,3-5年,本科
1795,java开发工程师,北京白龙马云行科技有限公司,厦门,10000,3-5年,大专
1796,Java开发工程师,亚信科技（中国）有限公司,成都,10000,不限,本科
1797,Java开发工程师,亚信科技（中国）有限公司,北京,15000,不限,本科
1798,java开发工程师,上海零与壹软件有限公司,上海,8000,不限,本科
1799,高级java开发工程师,京北方信息技术股份有限公司,深圳,18000,5-10年,本科
1800,Java开发工程师,京北方信息技术股份有限公司,成都,11000,3-5年,本科
1801,java高级开发工程师,中科软科技股份有限公司,北京,12000,5-10年,本科
1802,java开发工程师,深圳市名通科技股份有限公司,深圳,10000,1-3年,本科
1803,java开发工程师,维恩贝特科技有限公司,深圳,15000,5-10年,本科
1804,java开发工程师,广州市景心科技股份有限公司,广州,10000,1-3年,本科
1805,java开发工程师,杭州数途信息科技有限公司,杭州,15000,3-5年,本科
1806,java开发工程师,深圳市汇合发展有限公司,杭州,12000,3-5年,本科
1807,高级java开发工程师,上海茵赫实业有限公司,上海,20000,3-5年,本科
1808,java高级开发工程师,上海文沥信息技术有限公司,上海,15000,5-10年,本科
1809,java高级开发工程师,北京铸云网络科技有限公司,北京,20000,5-10年,本科
1810,java开发工程师,阳光保险集团股份有限公司,青岛,8000,3-5年,本科
1811,java高级开发工程师,福寿康（上海）医疗养老服务有限公司,上海,15000,3-5年,本科
1812,java高级开发工程师,成都智元汇信息技术股份有限公司,成都,13000,5-10年,本科
1813,高级java开发工程师,杭州米友圈科技有限公司,杭州,18000,5-10年,本科
1814,java开发工程师,上海零与壹软件有限公司,上海,8000,不限,本科
1815,java高级开发工程师,成都义幻医疗科技有限公司,成都,15000,5-10年,本科
1816,java开发工程师,华为技术有限公司,西安,10000,1-3年,本科
1817,java开发工程师,杭州米友圈科技有限公司,杭州,15000,5-10年,大专
1818,高级java开发工程师,广东瀚阳轨道信息科技有限公司,广州,14000,5-10年,本科
1819,Java开发工程师,北京新微科技有限公司,廊坊,8000,3-5年,本科
1820,Java高级开发工程师,美的集团股份有限公司,佛山,25000,5-10年,本科
1821,高级Java开发工程师,北京搜狐新媒体信息技术有限公司,北京,25000,3-5年,不限
1822,java开发工程师,北京鲸榄网络科技有限公司,北京,15000,5-10年,本科
1823,Java开发工程师,屈臣氏珠海横琴管理咨询有限公司深圳分公司,深圳,12000,3-5年,本科
1824,java开发工程师,杭州城市大脑有限公司,杭州,10000,1-3年,本科
1825,java高级开发工程师,杭州米友圈科技有限公司,杭州,18000,3-5年,本科
1826,JAVA开发工程师,特赞（上海）信息科技有限公司,上海,20000,3-5年,本科
1827,Java开发工程师,上海文景信息科技有限公司,北京,12000,3-5年,本科
1828,java开发工程师,算话智能科技有限公司,上海,9000,1-3年,本科
1829,Java高级开发工程师,美的集团股份有限公司,佛山,25000,5-10年,本科
1830,高级Java开发工程师,北京搜狐新媒体信息技术有限公司,北京,25000,3-5年,不限
1831,高级Java开发工程师,国泰财产保险有限责任公司,上海,25000,5-10年,本科
1832,JAVA高级开发工程师,杭州绿云科技有限公司,杭州,15000,3-5年,本科
1833,Java开发工程师,屈臣氏珠海横琴管理咨询有限公司深圳分公司,深圳,12000,3-5年,本科
1834,java开发工程师,杭州觅睿科技股份有限公司,杭州,12000,3-5年,本科
1835,java开发工程师,上海收钱吧互联网科技股份有限公司,上海,20000,3-5年,本科
1836,Java开发工程师,上海收钱吧互联网科技股份有限公司,上海,20000,3-5年,本科
1837,java开发工程师,算话智能科技有限公司,上海,9000,1-3年,本科
1838,高级Java开发工程师,蜂助手股份有限公司,广州,18000,5-10年,本科
1839,Java开发工程师,上海文景信息科技有限公司,北京,12000,3-5年,本科
1840,Java开发工程师,上海浦东发展银行股份有限公司信用卡中心,上海,25000,1-3年,本科
1841,高级Java开发工程师,泰康在线财产保险股份有限公司,武汉,15000,3-5年,本科
1842,java开发工程师,浙江创邻科技有限公司,杭州,15000,1-3年,本科
1843,java工程师,杭州博彦信息技术有限公司,广州,11000,3-5年,本科
1844,java开发工程师,上海宝旗信息科技有限公司,上海,15000,3-5年,本科
1845,高级java开发工程师,广东瀚阳轨道信息科技有限公司,广州,15000,3-5年,本科
1846,java开发工程师,西安人瑞网络科技有限公司,郑州,12000,3-5年,本科
1847,java开发工程师,西安人瑞网络科技有限公司,广州,18000,不限,本科
1848,java开发工程师,杭州蔻蔻品牌管理有限公司,杭州,12000,3-5年,本科
1849,高级java开发工程师,北京江融信科技有限公司,北京,19000,5-10年,本科
1850,Java开发工程师,杭州榜置科技有限公司,杭州,14000,5-10年,本科
1851,java开发工程师,广州探迹科技有限公司,广州,15000,3-5年,本科
1852,java开发工程师,深圳市小亿网络有限公司,深圳,15000,3-5年,本科
1853,java开发工程师,慧博云通科技股份有限公司,宁波,10000,3-5年,本科
1854,Java开发工程师,上海亘岩网络科技有限公司,上海,15000,1-3年,本科
1855,java开发工程师,淘礼礼贸易（深圳）有限公司,深圳,9000,1-3年,本科
1856,java开发工程师,北京江融信科技有限公司,上海,10000,不限,本科
1857,java开发工程师,深圳市领星网络科技有限公司,深圳,20000,1-3年,本科
1858,JAVA工程师,广州希音供应链管理有限公司,南京,20000,3-5年,本科
1859,高级Java开发工程师,政采云有限公司,杭州,19000,3-5年,本科
1860,Java开发工程师,北京车之家信息技术有限公司,北京,15000,不限,本科
1861,java高级开发工程师,深圳楚星软件有限公司,深圳,13000,5-10年,大专
1862,java工程师,京北方信息技术股份有限公司,济南,10000,3-5年,大专
1863,Java开发工程师,联易融数字科技集团有限公司,深圳,18000,不限,本科
1864,java开发工程师,西安人瑞网络科技有限公司,深圳,15000,1-3年,本科
1865,java开发工程师,成都云图睿视科技有限公司,成都,6000,3-5年,本科
1866,JAVA开发工程师,杭州中湘科技有限公司,广州,15000,1-3年,本科
1867,java开发工程师,鼐特（北京）信息技术有限公司,北京,10000,1-3年,本科
1868,java开发工程师,深圳市睿服科技有限公司,济南,9000,1-3年,本科
1869,java开发工程师,上海磐农信息科技有限公司,苏州,13000,5-10年,本科
1870,java开发工程师,深圳市睿服科技有限公司,深圳,16000,3-5年,本科
1871,java开发工程师,上海宝旗信息科技有限公司,上海,15000,3-5年,本科
1872,高级java开发工程师,恩士迅信息科技（中国）有限责任公司,成都,15000,5-10年,本科
1873,java,北京泰斯听科技有限公司,拉萨,15000,不限,本科
1874,高级java开发工程师,深圳市睿服科技有限公司,青岛,14000,3-5年,大专
1875,java开发工程师,西安人瑞网络科技有限公司,广州,18000,不限,本科
1876,java开发工程师,淘礼礼贸易（深圳）有限公司,深圳,9000,1-3年,本科
1877,java开发工程师,北京江融信科技有限公司,北京,10000,不限,本科
1878,JAVA工程师,上海速强信息技术股份有限公司,上海,8000,1-3年,大专
1879,高级java开发工程师,广州市绿蕃茄软件科技有限公司,广州,12000,5-10年,本科
1880,高级java开发工程师,北京欧美澳软件技术有限公司,合肥,12000,5-10年,本科
1881,java开发工程师,深圳市网新新思软件有限公司,深圳,14000,3-5年,大专
1882,java工程师,深圳楚星软件有限公司,深圳,15000,5-10年,本科
1883,java开发工程师,赞同科技股份有限公司,苏州,11000,1-3年,本科
1884,高级java开发工程师,京北方信息技术股份有限公司,北京,20000,5-10年,本科
1885,java高级开发工程师,上海数瞳信息科技有限公司,上海,18000,5-10年,本科
1886,java高级开发工程师,深圳彩橙树信息科技有限公司,深圳,25000,5-10年,大专
1887,java高级开发工程师,浙江新蓝网络传媒有限公司,杭州,16000,3-5年,本科
1888,高级java开发工程师,上海幕库科技发展有限公司,上海,18000,3-5年,本科
1889,高级java开发工程师,北京江融信科技有限公司,广州,20000,5-10年,本科
1890,Java开发工程师,广州华资软件技术有限公司,广州,9000,1-3年,本科
1891,Java开发工程师,上海三零卫士信息安全有限公司,成都,12000,3-5年,本科
1892,高级Java开发工程师,深圳市领星网络科技有限公司,深圳,30000,3-5年,本科
1893,java开发工程师,北京浮德光电科技有限公司,北京,20000,5-10年,本科
1894,高级java开发工程师,广州希音供应链管理有限公司,广州,20000,5-10年,本科
1895,java开发工程师,广州麦田信息技术有限公司,广州,10000,1-3年,本科
1896,java开发工程师,厦门美图之家科技有限公司,深圳,18000,3-5年,本科
1897,java开发工程师,杭州博彦信息技术有限公司,深圳,13000,5-10年,大专
1898,高级java开发工程师,佛山美云智数科技有限公司,武汉,13000,5-10年,大专
1899,Java开发工程师,京北方信息技术股份有限公司,广州,15000,3-5年,本科
1900,java开发工程师,北京浮德光电科技有限公司,上海,12000,3-5年,本科
1901,java开发工程师,中电金信软件有限公司,广州,15000,3-5年,本科
1902,java高级开发工程师,中追（北京）科技有限公司,北京,15000,5-10年,本科
1903,高级java开发工程师,阿里巴巴（中国）有限公司,杭州,25000,1-3年,本科
1904,高级java开发工程师,深圳市领星网络科技有限公司,深圳,30000,3-5年,本科
1905,java开发工程师,ネットエンジン株式会社,海外,15000,3-5年,本科
1906,java开发工程师,合肥图哇科技有限公司,合肥,12000,5-10年,本科
1907,Java工程师,京北方信息技术股份有限公司,珠海,11000,3-5年,本科
1908,高级java开发工程师,美的集团股份有限公司,武汉,20000,5-10年,本科
1909,java开发工程师,深圳市脉山龙信息技术股份有限公司,上海,15000,3-5年,本科
1910,高级java开发工程师,携程计算机技术（上海）有限公司,上海,25000,3-5年,本科
1911,java开发工程师,杭州数正云悦科技合伙企业（有限合伙）,杭州,15000,3-5年,本科
1912,java开发工程师,广东森旭通用设备科技有限公司,佛山,15000,5-10年,本科
1913,java开发工程师,郑州百衔网络科技有限公司,郑州,5000,不限,本科
1914,java开发工程师,惠尔丰信息系统有限公司,福州,15000,5-10年,本科
1915,高级java开发工程师,杭州富阳海康保泰安防技术服务有限公司,杭州,13000,3-5年,本科
1916,java开发工程师,北京中招互连应用科技有限公司,北京,13000,3-5年,本科
1917,java开发工程师,广州新晨信息系统工程有限公司,广州,12000,3-5年,本科
1918,java开发工程师,上海亘岩网络科技有限公司,上海,20000,1-3年,本科
1919,java开发工程师,北京雷霆万钧网络科技有限责任公司,深圳,8000,1-3年,本科
1920,java开发工程师,深圳市脉山龙信息技术股份有限公司,上海,15000,3-5年,本科
1921,高级java开发工程师,携程计算机技术（上海）有限公司,上海,25000,3-5年,本科
1922,java开发工程师,郑州百衔网络科技有限公司,郑州,5000,不限,本科
1923,java开发工程师,泰豪软件股份有限公司,南昌,10000,3-5年,本科
1924,java高级开发工程师,苏州汇川技术有限公司,苏州,20000,10年以上,本科
