岗位,公司名称,城市,薪资,经历要求,学历
python后端开发工程师助理,夸克云智科技（深圳）有限公司,深圳,3k-6k,在校/应届,大专
Python爬虫工程师（实习生）,观澜网络（杭州）有限公司,杭州,4k-6k,在校/应届,不限
Python数据开发工程师 (MJ000232),上海仲阳天王星数据科技有限公司,成都,15k-30k,不限,本科
python爬虫工程师,深圳市乐思软件技术有限公司,深圳,6k-9k,在校/应届,本科
Python开发工程师-成都,成都华为技术有限公司,成都,15k-25k,1-3年,本科
python后端开发工程师,杭州映云科技有限公司,昆明,10k-20k,在校/应届,本科
2022校招Python开发工程师(J10248),深圳云天励飞技术股份有限公司,深圳,18k-25k,在校/应届,不限
中高级python后台工程师,广州探迹科技有限公司,广州,15k-30k,3-5年,本科
python技术助理,北京思瑞明创软件科技有限公司,北京,3k-5k,在校/应届,本科
python爬虫工程师,北京聚源锐思数据科技有限公司,北京,8k-10k,在校/应届,本科
Python编程老师,武汉卡巴教育咨询有限公司,武汉,8k-12k,不限,本科
Python数据开发实习生【200-400元/日】,上海仲阳天王星数据科技有限公司,成都,6k-9k,在校/应届,本科
python高级工程师,成都华为技术有限公司,成都,15k-26k,1-3年,本科
Python量化开发工程师,武汉镜像科技有限公司,武汉,15k-30k,不限,本科
python机器学习,北京代码空间科技有限公司,天津,2k-4k,在校/应届,本科
数据挖掘师/python工程师,成都健数科技有限公司,成都,7k-10k,1-3年,本科
python助教,成都环宇知了科技有限公司,成都,6k-10k,1-3年,本科
Python系统开发实习生 (MJ000234),上海仲阳天王星数据科技有限公司,成都,6k-9k,在校/应届,本科
量化工程师/Python开发工程师,北京宏量资本管理有限公司,北京,10k-20k,不限,本科
Python教研,成都环宇知了科技有限公司,成都,8k-12k,1-3年,本科
Python实习生,广州微易软件有限公司,广州,3k-4k,在校/应届,本科
python开发实习生,宝牧科技（天津）有限公司,武汉,3k-4k,在校/应届,本科
编程教研（Python）,成都娄外科技有限公司,成都,10k-20k,不限,本科
Python爬虫及反爬实习工程师（可转正）,南京聪明狗网络技术有限公司,南京,8k-16k,在校/应届,本科
python开发实习生,广州微易软件有限公司,广州,2k-3k,在校/应届,本科
python开发实习,上海邻我信息技术有限公司,上海,2k-4k,在校/应届,不限
Python开发实习生,深圳贝尔信息科技有限公司,深圳,3k-6k,在校/应届,本科
python前端开发工程师,上海潜链信息科技有限公司,上海,20k-40k,在校/应届,本科
python后端开发工程师,上海潜链信息科技有限公司,上海,20k-40k,在校/应届,本科
Python爬虫实习生,深圳爱数云科技有限公司,深圳,6k-10k,在校/应届,本科
Python开发实习生,南京维伍网络科技有限公司,南京,3k-4k,在校/应届,本科
Python开发实习生,西门子（中国）有限公司,北京,3k-5k,在校/应届,本科
Python开发工程师-2023届,友邦资讯科技（广州）有限公司,成都,4k-5k,在校/应届,本科
少儿编程Python老师/双休/六险一金,北京思明启创科技有限公司,济南,6k-8k,1-3年,本科
python讲师,四川码乙科技有限公司,成都,12k-16k,3-5年,本科
Python云平台后端开发工程师,江苏博云科技股份有限公司,南京,6k-10k,在校/应届,本科
Python开发&amp;讲师,优选创新（北京）科技有限公司,北京,8k-15k,1-3年,本科
python少儿教师,北京中诚泰信科技有限公司,北京,3k-6k,不限,本科
Python爬虫实习生,北京氢元数据信息技术有限公司,北京,4k-6k,在校/应届,本科
Python开发实习,上海格蓝威驰信息科技有限公司,上海,3k-5k,在校/应届,本科
python爬虫工程师,上海穰川信息技术有限公司,上海,5k-9k,在校/应届,本科
python编程教师,吉林优聚教育咨询有限公司,通化,3k-5k,在校/应届,大专
RPA/Python开发实习生,上海神兵巧匠智能科技有限公司,上海,3k-5k,在校/应届,大专
python实习生,安徽领云物联科技有限公司,合肥,5k-7k,不限,硕士
python开发实习生,广州字言智语科技有限公司,广州,2k-3k,在校/应届,不限
python工程师（实习岗）,苏州展识科技有限公司,武汉,2k-4k,在校/应届,本科
python后端开发工程师,深圳市魔数智擎人工智能有限公司,深圳,12k-18k,1-3年,本科
2023- Python/Golong 开发工程师(J10261),北京四维图新科技股份有限公司,北京,15k-25k,在校/应届,本科
Python爬虫基础讲师,湖南六星教育网络科技有限公司,成都,6k-10k,1-3年,不限
