职位,公司,城市,区域,薪资,经验,学历,详情页
软件开发工程师 (java c++ python),北京外企德科人力资源服务上海有限公司,北京,海淀区,15k-30k,1-3年,本科,https://www.lagou.com/wn/jobs/11115523.html
通用研发c/c++/java/js/python/php/go,北京外企德科人力资源服务上海有限公司,西安,雁塔区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11102831.html
软件开发（Java、C++、Python）,北京外企德科人力资源服务上海有限公司,西安,雁塔区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11097885.html
长沙—JAVA/JS/C/C++/Python/go/测试,北京外企德科人力资源服务上海有限公司,长沙,岳麓区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11092471.html
Java/python/c++/测试/web,北京外企德科人力资源服务上海有限公司,北京,海淀区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/10558416.html
Java/C/C++/Python/JS/测试/运维,北京外企德科人力资源服务上海有限公司,深圳,龙岗区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11002960.html
大数据开发（Java/python）,北京外企德科人力资源服务上海有限公司,深圳,龙岗区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11084904.html
Java/C++/Python/Go 软开 软测 算法 数据,北京外企德科人力资源服务上海有限公司,南京,雨花台区,13k-26k,不限,本科,https://www.lagou.com/wn/jobs/11035463.html
Java/C/Python工程师+14-16薪,北京外企德科人力资源服务上海有限公司,北京,海淀区,12k-24k,不限,本科,https://www.lagou.com/wn/jobs/11013226.html
Java/前端/python/c++/c/测试,北京外企德科人力资源服务上海有限公司,上海,浦东新区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11079284.html
Java/前端/python/c++/c/测试,北京外企德科人力资源服务上海有限公司,杭州,滨江区,13k-26k,不限,本科,https://www.lagou.com/wn/jobs/11079276.html
c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,东莞,东莞市市辖区,15k-30k,3-5年,本科,https://www.lagou.com/wn/jobs/11078868.html
Java/前端/测试/c/c++/python,北京外企德科人力资源服务上海有限公司,东莞,大朗镇,12k-24k,不限,本科,https://www.lagou.com/wn/jobs/11078847.html
各软件开发java/python/c/c++/js,北京外企德科人力资源服务上海有限公司,东莞,东莞市,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11078263.html
各软件开发java/python/c/c++/js,北京外企德科人力资源服务上海有限公司,成都,郫都区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11078262.html
各软件开发java/python/c/c++/js,北京外企德科人力资源服务上海有限公司,广州,白云区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11078261.html
各软件开发java/python/c/c++/js,北京外企德科人力资源服务上海有限公司,武汉,江夏区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11078259.html
各软件开发java/python/c/c++/js,北京外企德科人力资源服务上海有限公司,西安,雁塔区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11078258.html
各软件开发java/python/c/c++/js,北京外企德科人力资源服务上海有限公司,深圳,龙岗区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11076283.html
各软件开发java/python/c/c++/js,北京外企德科人力资源服务上海有限公司,北京,海淀区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11076280.html
各软件开发java/python/c/c++/js,北京外企德科人力资源服务上海有限公司,杭州,滨江区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11076279.html
c/ c ++/ java/python/go/web/运维...,北京外企德科人力资源服务上海有限公司,西安,雁塔区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/10639156.html
Java/C/C++/Python/JS/测试/运维,北京外企德科人力资源服务上海有限公司,贵阳,观山湖区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11059578.html
Java/C/C++/Python/JS/测试/运维,北京外企德科人力资源服务上海有限公司,成都,郫都区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11002957.html
Java/C/C++/Python/JS/测试/运维,北京外企德科人力资源服务上海有限公司,杭州,滨江区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11002963.html
Java/C/C++/Python/JS/测试/运维,北京外企德科人力资源服务上海有限公司,北京,海淀区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11002959.html
Java/C/C++/Python/JS/测试/运维,北京外企德科人力资源服务上海有限公司,南京,雨花台区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11002953.html
后端/c/c#/c++/java/python/go/js,北京外企德科人力资源服务上海有限公司,深圳,龙岗区,15k-30k,1-3年,本科,https://www.lagou.com/wn/jobs/10711025.html
软件开发工程师 (java c++ python js ),北京外企德科人力资源服务上海有限公司,成都,郫都区,15k-30k,1-3年,本科,https://www.lagou.com/wn/jobs/11066790.html
软件开发工程师 (java c++ python js ),北京外企德科人力资源服务上海有限公司,上海,浦东新区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11066769.html
软件开发工程师 (java c++ python js ),北京外企德科人力资源服务上海有限公司,南京,雨花台区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11066757.html
Java/前端/python/c++/c/数据开发/测试,北京外企德科人力资源服务上海有限公司,武汉,江岸区,13k-26k,不限,本科,https://www.lagou.com/wn/jobs/11065759.html
Java/前端/python/c++/c/测试,北京外企德科人力资源服务上海有限公司,北京,海淀区,14k-28k,不限,本科,https://www.lagou.com/wn/jobs/11065593.html
Java/python/C++/C/测试/前端/go,北京外企德科人力资源服务上海有限公司,北京,海淀区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/10566127.html
通用研发c/c++/java/js/python/php/go,北京外企德科人力资源服务上海有限公司,上海,浦东新区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/10582380.html
java/前端/c/c++/python/go开发工程师,北京外企德科人力资源服务上海有限公司,西安,雁塔区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11058927.html
java/前端/c/c++/python/go开发工程师,北京外企德科人力资源服务上海有限公司,深圳,龙岗区,16k-30k,不限,本科,https://www.lagou.com/wn/jobs/11057996.html
c/c++/JAVA/Python开发（华为）,北京外企德科人力资源服务上海有限公司,上海,浦东新区,18k-36k,不限,本科,https://www.lagou.com/wn/jobs/11056344.html
c/c++，java，js，python软件开发测试工程师,北京外企德科人力资源服务上海有限公司,上海,浦东新区,15k-30k,1-3年,本科,https://www.lagou.com/wn/jobs/11055053.html
C++/C/Java/Python/GO开发工程师,北京外企德科人力资源服务上海有限公司,西安,雁塔区,15k-25k,不限,本科,https://www.lagou.com/wn/jobs/10387782.html
c++/c/java/python/go/前端开发工程师,北京外企德科人力资源服务上海有限公司,北京,海淀区,17k-25k,不限,本科,https://www.lagou.com/wn/jobs/10455553.html
C++/C/Java/Python/GO开发工程师,北京外企德科人力资源服务上海有限公司,东莞,松山湖管委会,17k-25k,不限,本科,https://www.lagou.com/wn/jobs/10480616.html
C++/C/Java/Python/GO开发工程师,北京外企德科人力资源服务上海有限公司,成都,郫都区,17k-25k,不限,本科,https://www.lagou.com/wn/jobs/10438379.html
C++/C/Java/Python/GO开发工程师,北京外企德科人力资源服务上海有限公司,上海,浦东新区,17k-25k,不限,本科,https://www.lagou.com/wn/jobs/10480593.html
C++/C/Java/Python/GO开发工程师,北京外企德科人力资源服务上海有限公司,杭州,滨江区,18k-25k,不限,本科,https://www.lagou.com/wn/jobs/10480570.html
西安-C++/C/Java/Python/GO/web前端/测试,北京外企德科人力资源服务上海有限公司,北京,海淀区,17k-25k,不限,本科,https://www.lagou.com/wn/jobs/10505271.html
北京-C++/C/Java/Python/GO开发工程师,北京外企德科人力资源服务上海有限公司,北京,海淀区,17k-25k,不限,本科,https://www.lagou.com/wn/jobs/10788955.html
C++、Java、Web、Python、Go开发工程师,北京外企德科人力资源服务上海有限公司,长沙,岳麓区,17k-25k,不限,本科,https://www.lagou.com/wn/jobs/10968884.html
c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,南京,雨花台区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11045724.html
java/c/c++/python/go/js/web/测试/软件开发/双休,北京外企德科人力资源服务上海有限公司,上海,浦东新区,15k-30k,1-3年,本科,https://www.lagou.com/wn/jobs/10607834.html
Java/C++/Python/Go 开发 测试 算法 数据,北京外企德科人力资源服务上海有限公司,东莞,大岭山镇,14k-28k,不限,本科,https://www.lagou.com/wn/jobs/11044198.html
Java/C++/Python/Go 测试 算法 数据 分布式 嵌入式,北京外企德科人力资源服务上海有限公司,深圳,龙岗区,14k-28k,不限,本科,https://www.lagou.com/wn/jobs/11044184.html
Java/Python/c++/Js/Go 分布式/嵌入式（华为研究所）,北京外企德科人力资源服务上海有限公司,武汉,江夏区,13k-26k,不限,本科,https://www.lagou.com/wn/jobs/11044144.html
通用软件工程师（Java/C++/Python/Go）—华为研究所,北京外企德科人力资源服务上海有限公司,北京,海淀区,14k-28k,不限,本科,https://www.lagou.com/wn/jobs/11044125.html
c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,深圳,龙岗区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11043579.html
软件开发工程师（java/c/c++/python/go/）华为研究所,北京外企德科人力资源服务上海有限公司,上海,浦东新区,14k-28k,不限,本科,https://www.lagou.com/wn/jobs/11043243.html
c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,深圳,龙岗区,15k-30k,1-3年,本科,https://www.lagou.com/wn/jobs/11042231.html
JAVA/C++/C/Python/WEB前端\测试,北京外企德科人力资源服务上海有限公司,杭州,滨江区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11042025.html
JAVA/C++/C/Python/WEB前端\测试,北京外企德科人力资源服务上海有限公司,西安,雁塔区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11042013.html
JAVA/C++/C/Python/WEB前端\测试,北京外企德科人力资源服务上海有限公司,上海,浦东新区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11041346.html
JAVA/C++/C/Python/WEB前端\测试,北京外企德科人力资源服务上海有限公司,北京,海淀区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11041337.html
JAVA/C++/C/Python/WEB前端\测试,北京外企德科人力资源服务上海有限公司,深圳,龙岗区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11041324.html
苏州—JAVA/JS/C/C++/Python/go/测试,北京外企德科人力资源服务上海有限公司,苏州,虎丘区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11038316.html
武汉—JAVA/JS/C/C++/Python/go/测试,北京外企德科人力资源服务上海有限公司,武汉,江夏区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11038313.html
java/python/c/c++/js,北京外企德科人力资源服务上海有限公司,重庆,渝中区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11036161.html
"开发测试工程师（Java，c,c++,python,oc,go等等）",北京外企德科人力资源服务上海有限公司,苏州,吴中区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11034712.html
"开发工程师（Java，c,c++,python,oc,go等等）",北京外企德科人力资源服务上海有限公司,西安,雁塔区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11034708.html
Java/Python/C/C++/Go/Js/Scala各软件开发,北京外企德科人力资源服务上海有限公司,深圳,龙岗区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11034697.html
Java/Python/C/C++/Go/Js/Scala各软件开发,北京外企德科人力资源服务上海有限公司,成都,郫都区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11034693.html
Java/Python/C/C++/Go/Js/Scala各软件开发,北京外企德科人力资源服务上海有限公司,杭州,滨江区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11034688.html
c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,广州,天河区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11034457.html
c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,上海,浦东新区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11034449.html
c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,杭州,滨江区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11034440.html
c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,杭州,滨江区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11034437.html
C/C++，java，JS，python、Go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,武汉,江夏区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11029109.html
C/C++，java，JS，python、Go通用软件开发工程师 软件测试,北京外企德科人力资源服务上海有限公司,杭州,滨江区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11029088.html
C/C++，java，JS，python、Go软件开发工程师，大数据开发,北京外企德科人力资源服务上海有限公司,南京,雨花台区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11029074.html
c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,长沙,岳麓区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11028693.html
C/C++，java，JS，python、Go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,深圳,龙岗区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11028678.html
C/C++，java，JS，python、Go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,成都,郫都区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11028664.html
c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,西安,雁塔区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11028645.html
C/C++，java，JS，python、Go软件开发工程师,北京外企德科人力资源服务上海有限公司,上海,浦东新区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11028623.html
C/C++，java，JS，python、Go，软测大数据开发，网络安全,北京外企德科人力资源服务上海有限公司,北京,海淀区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11028599.html
软件开发工程师C/C++/Python/Java/go/嵌入式/安卓/OS,北京外企德科人力资源服务上海有限公司,长沙,岳麓区,18k-35k,不限,本科,https://www.lagou.com/wn/jobs/10620511.html
南京—JAVA/JS/C/C++/Python/go/测试,北京外企德科人力资源服务上海有限公司,南京,雨花台区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11023082.html
上海—JAVA/JS/C/C++/Python/go/测试,北京外企德科人力资源服务上海有限公司,上海,浦东新区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11023077.html
北京—JAVA/JS/C/C++/Python/go/测试,北京外企德科人力资源服务上海有限公司,北京,海淀区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11023075.html
杭州—JAVA/JS/C/C++/Python/go/测试,北京外企德科人力资源服务上海有限公司,杭州,滨江区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11023072.html
成都—JAVA/JS/C/C++/Python/go/测试,北京外企德科人力资源服务上海有限公司,成都,郫都区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11023071.html
